facility_name,city,sector,department_name,date_iso,energy_type,scope,consumption_amount,co2_emission_tons
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2024-12-21,Electricity,Scope 2,125.4,0.0958
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2024-12-21,Electricity,Scope 2,125.4,0.0958
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2024-12-30,Electricity,Scope 1,584.3,0.4528
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2024-12-30,Electricity,Scope 1,584.3,0.4528
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2024-12-30,Electricity,Scope 1,584.3,0.4528
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2024-12-30,Electricity,Scope 1,584.3,0.4528
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Diesel,,864.57,0.4209
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,,864.57,0.4209
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,,864.57,0.4209
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Diesel,,864.57,0.4209
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Diesel,,1467.32,0.7687
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,,1467.32,0.7687
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,,1467.32,0.7687
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Diesel,,1467.32,0.7687
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Diesel,Scope 1,325.62,0.2029
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,325.62,0.2029
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,325.62,0.2029
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Diesel,Scope 1,325.62,0.2029
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Diesel,Scope 1,617.97,0.3549
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,617.97,0.3549
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,617.97,0.3549
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Diesel,Scope 1,617.97,0.3549
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Diesel,Scope 1,973.57,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,973.57,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,973.57,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Diesel,Scope 1,973.57,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Diesel,Scope 1,1092.89,0.4677
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,1092.89,0.4677
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,1092.89,0.4677
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Diesel,Scope 1,1092.89,0.4677
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Diesel,Scope 1,1362.47,1.0545
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,1362.47,1.0545
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,1362.47,1.0545
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Diesel,Scope 1,1362.47,1.0545
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Diesel,Scope 1,1454.11,1.1513
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,1454.11,1.1513
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Diesel,Scope 1,1454.11,1.1513
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Diesel,Scope 1,1454.11,1.1513
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Electricity,,240.37,0.0971
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,,240.37,0.0971
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,,240.37,0.0971
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Electricity,,240.37,0.0971
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Electricity,,1204.26,0.3938
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,,1204.26,0.3938
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,,1204.26,0.3938
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Electricity,,1204.26,0.3938
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Electricity,,1235.6,0.3275
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,,1235.6,0.3275
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,,1235.6,0.3275
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Electricity,,1235.6,0.3275
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Electricity,,1523.12,0.7517
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,,1523.12,0.7517
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,,1523.12,0.7517
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Electricity,,1523.12,0.7517
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Electricity,Scope 2,579.61,0.3018
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,Scope 2,579.61,0.3018
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,Scope 2,579.61,0.3018
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Electricity,Scope 2,579.61,0.3018
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Electricity,Scope 2,581.77,0.4281
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,Scope 2,581.77,0.4281
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,Scope 2,581.77,0.4281
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Electricity,Scope 2,581.77,0.4281
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Electricity,Scope 2,938.08,0.2961
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,Scope 2,938.08,0.2961
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,Scope 2,938.08,0.2961
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Electricity,Scope 2,938.08,0.2961
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Electricity,Scope 2,1193.04,0.5663
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,Scope 2,1193.04,0.5663
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Electricity,Scope 2,1193.04,0.5663
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Electricity,Scope 2,1193.04,0.5663
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Lpg,Scope 1,216.74,0.0948
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 1,216.74,0.0948
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 1,216.74,0.0948
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Lpg,Scope 1,216.74,0.0948
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Lpg,Scope 1,278.82,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 1,278.82,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 1,278.82,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Lpg,Scope 1,278.82,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Lpg,Scope 1,848.67,0.2853
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 1,848.67,0.2853
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 1,848.67,0.2853
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Lpg,Scope 1,848.67,0.2853
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Lpg,Scope 1,1530.76,0.6923
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 1,1530.76,0.6923
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 1,1530.76,0.6923
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Lpg,Scope 1,1530.76,0.6923
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Lpg,Scope 2,439.32,0.1574
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 2,439.32,0.1574
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 2,439.32,0.1574
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Lpg,Scope 2,439.32,0.1574
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Lpg,Scope 2,475.06,0.3179
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 2,475.06,0.3179
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Lpg,Scope 2,475.06,0.3179
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Lpg,Scope 2,475.06,0.3179
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Natural Gas,Scope 1,,0.5561
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 1,,0.5561
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 1,,0.5561
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Natural Gas,Scope 1,,0.5561
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Natural Gas,Scope 1,700.95,0.3927
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 1,700.95,0.3927
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 1,700.95,0.3927
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Natural Gas,Scope 1,700.95,0.3927
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Natural Gas,Scope 1,1990.97,1.368
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 1,1990.97,1.368
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 1,1990.97,1.368
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Natural Gas,Scope 1,1990.97,1.368
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Natural Gas,Scope 1,3093.54,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 1,3093.54,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 1,3093.54,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Natural Gas,Scope 1,3093.54,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Natural Gas,Scope 2,306.61,0.0789
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 2,306.61,0.0789
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 2,306.61,0.0789
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Natural Gas,Scope 2,306.61,0.0789
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Natural Gas,Scope 2,531.69,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 2,531.69,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 2,531.69,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Natural Gas,Scope 2,531.69,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Natural Gas,Scope 2,768.25,0.3018
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 2,768.25,0.3018
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 2,768.25,0.3018
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Natural Gas,Scope 2,768.25,0.3018
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Natural Gas,Scope 2,1213.17,0.9807
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 2,1213.17,0.9807
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Natural Gas,Scope 2,1213.17,0.9807
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Natural Gas,Scope 2,1213.17,0.9807
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Petrol,,1444.21,0.6067
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Petrol,,1444.21,0.6067
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Petrol,,1444.21,0.6067
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Petrol,,1444.21,0.6067
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Petrol,,1969.45,0.915
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Petrol,,1969.45,0.915
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Petrol,,1969.45,0.915
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Petrol,,1969.45,0.915
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,,Petrol,Scope 2,-1259.97,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Petrol,Scope 2,-1259.97,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,,Petrol,Scope 2,-1259.97,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,,Petrol,Scope 2,-1259.97,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-01-01,Natural Gas,Scope 1,567.57,0.2105
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-01-01,Natural Gas,Scope 1,567.57,0.2105
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-01-01,Natural Gas,Scope 1,567.57,0.2105
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-01-01,Natural Gas,Scope 1,567.57,0.2105
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-01-03,Diesel,Scope 1,914.8,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-01-03,Diesel,Scope 1,914.8,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-01-03,Diesel,Scope 1,914.8,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-01-03,Diesel,Scope 1,914.8,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-01-14,Electricity,Scope 2,907.13,0.603
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-01-14,Electricity,Scope 2,907.13,0.603
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-01-14,Electricity,Scope 2,907.13,0.603
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-01-14,Electricity,Scope 2,907.13,0.603
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-01-23,Electricity,Scope 1,553.42,0.2044
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-01-23,Electricity,Scope 1,553.42,0.2044
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-01-23,Electricity,Scope 1,553.42,0.2044
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-01-23,Electricity,Scope 1,553.42,0.2044
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-01-30,Lpg,,1893.65,0.9858
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-01-30,Lpg,,1893.65,0.9858
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-01-30,Lpg,,1893.65,0.9858
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-01-30,Lpg,,1893.65,0.9858
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-02-06,Electricity,Scope 1,1406.48,0.4334
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-06,Electricity,Scope 1,1406.48,0.4334
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-06,Electricity,Scope 1,1406.48,0.4334
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-02-06,Electricity,Scope 1,1406.48,0.4334
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-02-06,Lpg,Scope 1,486.46,0.1565
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-06,Lpg,Scope 1,486.46,0.1565
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-06,Lpg,Scope 1,486.46,0.1565
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-02-06,Lpg,Scope 1,486.46,0.1565
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-02-09,Petrol,Scope 2,1476.92,0.8548
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-09,Petrol,Scope 2,1476.92,0.8548
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-09,Petrol,Scope 2,1476.92,0.8548
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-02-09,Petrol,Scope 2,1476.92,0.8548
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-02-10,Natural Gas,,561.31,0.4457
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-10,Natural Gas,,561.31,0.4457
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-10,Natural Gas,,561.31,0.4457
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-02-10,Natural Gas,,561.31,0.4457
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-02-11,Diesel,Scope 1,920.55,0.6374
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-11,Diesel,Scope 1,920.55,0.6374
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-11,Diesel,Scope 1,920.55,0.6374
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-02-11,Diesel,Scope 1,920.55,0.6374
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-02-25,Diesel,Scope 1,,0.2769
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-25,Diesel,Scope 1,,0.2769
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-02-25,Diesel,Scope 1,,0.2769
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-02-25,Diesel,Scope 1,,0.2769
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-03-01,Electricity,Scope 1,1071.38,0.3125
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-03-01,Electricity,Scope 1,1071.38,0.3125
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-03-01,Electricity,Scope 1,1071.38,0.3125
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-03-01,Electricity,Scope 1,1071.38,0.3125
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-03-06,Natural Gas,Scope 1,259.27,0.151
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-03-06,Natural Gas,Scope 1,259.27,0.151
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-03-06,Natural Gas,Scope 1,259.27,0.151
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-03-06,Natural Gas,Scope 1,259.27,0.151
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-03-19,Natural Gas,Scope 2,1926.26,0.8084
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-03-19,Natural Gas,Scope 2,1926.26,0.8084
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-03-19,Natural Gas,Scope 2,1926.26,0.8084
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-03-19,Natural Gas,Scope 2,1926.26,0.8084
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-03-27,Lpg,,503.61,0.3295
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-03-27,Lpg,,503.61,0.3295
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-03-27,Lpg,,503.61,0.3295
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-03-27,Lpg,,503.61,0.3295
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-03-31,Lpg,,564.75,0.2246
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-03-31,Lpg,,564.75,0.2246
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-03-31,Lpg,,564.75,0.2246
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-03-31,Lpg,,564.75,0.2246
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-04-02,Electricity,Scope 2,2656.89,1.7444
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-04-02,Electricity,Scope 2,2656.89,1.7444
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-04-02,Electricity,Scope 2,2656.89,1.7444
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-04-02,Electricity,Scope 2,2656.89,1.7444
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-04-16,Electricity,Scope 2,524.81,0.2335
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-04-16,Electricity,Scope 2,524.81,0.2335
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-04-16,Electricity,Scope 2,524.81,0.2335
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-04-16,Electricity,Scope 2,524.81,0.2335
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-05-04,Lpg,Scope 1,1187.26,0.9326
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-05-04,Lpg,Scope 1,1187.26,0.9326
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-05-04,Lpg,Scope 1,1187.26,0.9326
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-05-04,Lpg,Scope 1,1187.26,0.9326
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-05-08,Diesel,Scope 1,1374.81,0.7639
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-05-08,Diesel,Scope 1,1374.81,0.7639
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-05-08,Diesel,Scope 1,1374.81,0.7639
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-05-08,Diesel,Scope 1,1374.81,0.7639
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-05-21,Lpg,,211.93,0.1703
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-05-21,Lpg,,211.93,0.1703
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-05-21,Lpg,,211.93,0.1703
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-05-21,Lpg,,211.93,0.1703
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-05-28,Electricity,Scope 2,1235.16,0.8071
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-05-28,Electricity,Scope 2,1235.16,0.8071
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-05-28,Electricity,Scope 2,1235.16,0.8071
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-05-28,Electricity,Scope 2,1235.16,0.8071
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-06-01,Lpg,Scope 2,-1282.95,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-06-01,Lpg,Scope 2,-1282.95,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-06-01,Lpg,Scope 2,-1282.95,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-06-01,Lpg,Scope 2,-1282.95,
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-06-15,Lpg,Scope 1,281.7,0.1081
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-06-15,Lpg,Scope 1,281.7,0.1081
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-06-15,Lpg,Scope 1,281.7,0.1081
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-06-15,Lpg,Scope 1,281.7,0.1081
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-06-17,Diesel,Scope 2,151.63,0.0467
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-06-17,Diesel,Scope 2,151.63,0.0467
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-06-17,Diesel,Scope 2,151.63,0.0467
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-06-17,Diesel,Scope 2,151.63,0.0467
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-06-30,Electricity,Scope 2,2480.3,1.9064
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-06-30,Electricity,Scope 2,2480.3,1.9064
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-06-30,Electricity,Scope 2,2480.3,1.9064
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-06-30,Electricity,Scope 2,2480.3,1.9064
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Production,2022-07-09,Diesel,,1090.57,0.8002
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-07-09,Diesel,,1090.57,0.8002
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,Quality Control,2022-07-09,Diesel,,1090.57,0.8002
Nordic Metal Processing Site,Berlin,Chemical Manufacturing,R&D,2022-07-09,Diesel,,1090.57,0.8002
