record_id;facility_code;department_id;date;energy_type;scope;consumption_amount;unit;co2_emission_tons
10978;FAC-015;DPT-0066;12.01.2023;DIESEL;SCOPE 1;1273.38;kWh;0.8919
10979;FAC-015;DPT-0066;9.07.2022;ELECTRICITY;Scope 2;2095.99;LT;14.072
10980;FAC-015;DPT-0066;30.03.2023;natural gas;Scope 2;593.97;kWh;0.3707
10981;FAC-015;DPT-0067;09-24-2024;Diesel;;1325.57;kwh;
10982;FAC-015;DPT-0065;20.04.2023;Electricity;SCOPE 2;228.83;Liter;0.0758
10983;FAC-015;DPT-0067;24.02.2023;Diesel;Scope 1;3473.39;kwh;18.617
10984;FAC-015;DPT-0067;13.05.2022;lpg;;514.52;liter;NULL
10985;FAC-015;DPT-0065;3.08.2023;Diesel;;1257.26;M3;0.5977
10986;FAC-015;DPT-0066;20.12.2022;ELECTRICITY;scope 1;-2591.21;kwh;
10987;FAC-015;DPT-0065;28.02.2022;Natural Gas;;698.35;M3;0.4578
10988;FAC-015;DPT-0066;04-17-2023;lpg;;1236.82;kwh;0.5524
10989;FAC-015;DPT-0067;22.07.2023;NATURAL GAS;scope 1;1053.96;Liter;0.8867
10990;FAC-015;DPT-0065;4.05.2023;electricity;Scope 1;-672.33;Liter;
10991;FAC-015;DPT-0066;23.09.2024;Electricity;;566.45;liter;0.4073
10992;FAC-015;DPT-0066;12.09.2023;electricity;SCOPE 1;338.62;m3;0.1249
10993;FAC-015;DPT-0066;15.12.2024;Electricity;scope 1;821.59;liter;0.4912
10994;FAC-015;DPT-0067;16.07.2022;NATURAL GAS;SCOPE 1;525.8;liter;0.2863
10995;FAC-015;DPT-0066;11-21-2022;DIESEL;scope 2;498.12;M3;0.3946
10996;FAC-015;DPT-0065;11.08.2022;Natural Gas;scope 1;1386.67;M3;0.6669
10997;FAC-015;DPT-0066;22.01.2024;NATURAL GAS;;1003.94;m3;0.4471
10998;FAC-015;DPT-0065;19.06.2024;diesel;;1812.72;kWh;0.6127
10999;FAC-015;DPT-0066;21.04.2023;Diesel;;666.71;kwh;
11000;FAC-015;DPT-0067;24.08.2023;LPG;SCOPE 1;363.51;kWh;0.2045
11001;FAC-015;DPT-0065;3.05.2023;Natural Gas;scope 2;1401.44;LT;unknown
11002;FAC-015;DPT-0066;21.04.2023;electricity;scope 2;;LT;0.4151
11003;FAC-015;DPT-0066;5.04.2023;LPG;Scope 1;;kWh;0.2935
11004;FAC-015;DPT-0065;28.11.2024;Petrol;Scope 1;487.3;kWh;0.2856
11005;FAC-015;DPT-0065;27.08.2022;DIESEL;SCOPE 2;946.84;Liter;
11006;FAC-015;DPT-0065;20.09.2023;electricity;SCOPE 1;349.27;M3;0.1854
11007;FAC-015;DPT-0067;2.04.2022;electricity;;519.62;kwh;0.155
11008;FAC-015;;6.06.2022;electricity;scope 1;1972.1;m3;12.898
11009;FAC-015;DPT-0066;05-20-2023;ELECTRICITY;scope 2;622.45;m3;0.4777
11010;FAC-015;DPT-0067;1.12.2022;lpg;scope 1;1677.15;LT;0.495
11011;FAC-015;DPT-0067;17.01.2022;NATURAL GAS;;1175.16;M3;0.3363
11012;FAC-015;;11-21-2024;lpg;scope 1;2555.0;LT;10.413
11013;FAC-015;DPT-0067;6.09.2022;Petrol;Scope 2;1144.37;liter;0.3621
11014;FAC-015;DPT-0066;22.02.2024;Natural Gas;scope 2;1094.94;m3;0.4292
11015;FAC-015;DPT-0065;13.09.2024;Natural Gas;scope 2;231.0;kWh;0.125
11016;FAC-015;DPT-0065;4.12.2022;DIESEL;SCOPE 2;531.81;Liter;0.3345
11017;FAC-015;DPT-0066;7.01.2022;diesel;Scope 1;752.57;KWH;0.2708
11018;FAC-015;DPT-0065;18.02.2024;DIESEL;SCOPE 2;3200.7;kwh;10.834
11019;FAC-015;DPT-0066;2.06.2023;DIESEL;;563.91;Liter;0.1727
11020;FAC-015;DPT-0066;22.04.2024;Natural Gas;scope 1;370.07;liter;0.2799
11021;FAC-015;DPT-0067;25.04.2022;diesel;;273.43;m3;0.1015
11022;FAC-015;DPT-0067;4.06.2024;Natural Gas;scope 2;N/A;kWh;0.1673
11023;FAC-015;DPT-0067;6.09.2023;LPG;scope 2;3272.33;Liter;-
11024;FAC-015;DPT-0065;5.08.2024;Electricity;;-1037.27;kwh;
11025;FAC-015;DPT-0066;9.05.2024;natural gas;;;kWh;0.3088
11026;FAC-015;DPT-0067;12.07.2024;LPG;;2134.27;M3;10.893
11027;FAC-015;DPT-0066;8.11.2024;Diesel;;2771.92;KWH;12.755
11028;FAC-015;DPT-0066;24.08.2024;Petrol;scope 2;428.52;KWH;0.2477
11029;FAC-015;DPT-0066;31.10.2023;Natural Gas;scope 1;647.7;KWH;0.5278
11030;FAC-015;DPT-0067;6.07.2022;diesel;scope 2;1920.45;kwh;15.046
11031;FAC-015;DPT-0065;25.03.2022;lpg;;1463.46;M3;10.738
11032;FAC-015;DPT-0065;8.01.2024;lpg;scope 2;805.97;KWH;0.3206
11033;FAC-015;DPT-0067;21.08.2022;ELECTRICITY;Scope 1;1954.69;M3;0.6289
11034;FAC-015;DPT-0067;04-20-2022;Petrol;Scope 1;222.57;m3;0.0822
11035;FAC-015;DPT-0066;30.03.2022;Petrol;;355.85;KWH;0.1045
11036;FAC-015;DPT-0066;29.08.2023;NATURAL GAS;Scope 2;507.79;KWH;0.3297
11037;FAC-015;DPT-0065;5.08.2023;LPG;;459.46;Liter;0.1868
11038;FAC-015;DPT-0065;26.02.2022;NATURAL GAS;Scope 2;108.46;M3;
11039;FAC-015;DPT-0066;10.05.2022;natural gas;SCOPE 2;679.17;m3;0.4221
11040;FAC-015;DPT-0067;9.02.2024;lpg;scope 1;1327.13;kWh;0.8599
11041;FAC-015;;22.09.2022;Diesel;;1601.99;m3;0.9371
11042;FAC-015;DPT-0066;5.10.2023;Natural Gas;SCOPE 2;-1519.3;kWh;
11043;FAC-015;DPT-0066;23.07.2022;DIESEL;SCOPE 2;1837.58;m3;0.7169
11044;FAC-015;DPT-0065;11.03.2024;NATURAL GAS;scope 1;1225.03;KWH;1.026
11045;FAC-015;DPT-0066;3.06.2024;Diesel;SCOPE 1;591.63;Liter;0.2057
11046;FAC-015;DPT-0065;20.02.2023;Natural Gas;;172.88;m3;
11047;FAC-015;DPT-0067;21.05.2024;Diesel;Scope 1;168.37;m3;0.1332
11048;FAC-015;DPT-0066;7.10.2023;Electricity;Scope 2;none;liter;0.8049
11049;FAC-015;DPT-0066;17.12.2023;LPG;Scope 2;433.96;kWh;0.1535
11050;FAC-015;DPT-0066;4.04.2023;DIESEL;;953.12;liter;
11051;FAC-015;DPT-0066;03-27-2024;Natural Gas;SCOPE 2;;M3;0.1256
11052;FAC-015;DPT-0067;21.07.2023;diesel;scope 2;2078.63;m3;
11053;FAC-015;DPT-0067;1.07.2024;electricity;Scope 2;698.46;m3;0.3795
11054;FAC-015;DPT-0065;20.03.2022;Electricity;;742.03;M3;0.2814
11055;FAC-015;DPT-0065;7.11.2024;Petrol;;794.09;kWh;0.5161
11056;FAC-015;DPT-0065;2.03.2023;natural gas;Scope 1;1927.94;m3;0.7529
11057;FAC-015;DPT-0067;15.05.2023;diesel;Scope 1;362.73;m3;0.295
11058;FAC-015;DPT-0066;6.11.2024;DIESEL;;809.06;KWH;0.2216
11059;FAC-015;DPT-0066;24.04.2023;lpg;SCOPE 2;932.31;Liter;0.6951
11060;FAC-015;;12.04.2024;diesel;scope 1;470.23;Liter;0.3994
11061;FAC-015;DPT-0066;11.06.2023;diesel;SCOPE 2;1349.47;m3;10.718
11062;FAC-015;DPT-0067;28.05.2024;Diesel;scope 2;1787.01;kWh;0.6727
11063;FAC-015;DPT-0067;14.11.2022;Petrol;Scope 1;169.97;kwh;0.1277
11064;FAC-015;DPT-0067;2.04.2024;lpg;scope 2;1446.57;M3;0.5787
11065;FAC-015;DPT-0065;31.05.2024;lpg;Scope 2;136.52;kWh;0.0756
11066;FAC-015;DPT-0067;21.02.2023;Petrol;scope 1;471.21;kwh;0.3215
11067;FAC-015;DPT-0065;20.08.2023;Natural Gas;Scope 1;583.4;M3;0.3556
11068;FAC-015;DPT-0067;18.05.2023;Petrol;Scope 1;597.0;kWh;0.3542
11069;FAC-015;DPT-0067;18.08.2024;Diesel;scope 2;-1992.93;kWh;NULL
11070;FAC-015;DPT-0067;27.11.2022;NATURAL GAS;scope 1;628.87;kwh;0.5041
11071;FAC-015;DPT-0066;28.03.2022;Natural Gas;SCOPE 2;628.25;KWH;0.1734
11072;FAC-015;DPT-0066;24.03.2023;Natural Gas;scope 1;285.07;liter;0.1966
11073;FAC-015;DPT-0066;2.06.2023;NATURAL GAS;SCOPE 2;1105.73;M3;0.4355
11074;FAC-015;DPT-0066;11.02.2023;Electricity;;763.38;Liter;0.5156
11075;FAC-015;DPT-0067;9.01.2022;NATURAL GAS;scope 2;1254.59;kWh;0.7609
11076;FAC-015;;09-16-2022;diesel;scope 2;-280.07;liter;
11077;FAC-015;DPT-0066;1.10.2024;natural gas;;;M3;0.9461
11078;FAC-015;DPT-0067;11.05.2022;Petrol;SCOPE 2;1515.53;m3;0.7859
11079;FAC-015;DPT-0065;21.04.2022;DIESEL;Scope 2;923.55;M3;0.4046
11080;FAC-015;DPT-0065;30.03.2024;diesel;Scope 2;1720.79;Liter;0.5625
11081;FAC-015;DPT-0067;2.09.2024;DIESEL;SCOPE 2;2635.9;liter;
11082;FAC-015;DPT-0066;4.09.2022;Electricity;;1122.49;kwh;0.4465
11083;FAC-015;DPT-0065;14.10.2024;lpg;;781.45;LT;0.3108
11084;FAC-015;DPT-0065;7.10.2022;ELECTRICITY;scope 1;617.59;liter;0.1568
11085;FAC-015;DPT-0066;02-28-2024;Electricity;Scope 1;710.67;liter;0.4677
11086;FAC-015;DPT-0066;9.12.2023;lpg;SCOPE 1;1015.24;kwh;0.4759
11087;FAC-015;DPT-0065;12.09.2024;DIESEL;scope 2;754.45;kwh;0.5686
11088;FAC-015;DPT-0067;5.03.2024;Petrol;scope 2;1426.61;LT;0.4541
11089;FAC-015;DPT-0067;06-13-2023;Natural Gas;SCOPE 2;2208.05;m3;17.458
11090;FAC-015;DPT-0065;8.11.2022;ELECTRICITY;;;Liter;0.2371
11091;FAC-015;DPT-0066;1.08.2022;Electricity;scope 2;330.49;kwh;0.2124
11092;FAC-015;DPT-0067;10-22-2024;electricity;SCOPE 2;-634.72;LT;
11093;FAC-015;DPT-0066;4.10.2024;Natural Gas;Scope 2;171.63;liter;0.0815
11094;FAC-015;DPT-0067;1.10.2024;DIESEL;;2475.79;m3;
11095;FAC-015;DPT-0066;29.05.2024;Petrol;Scope 1;;liter;
11096;FAC-015;DPT-0067;30.03.2023;Diesel;scope 1;774.97;kWh;0.6108
11097;FAC-015;DPT-0065;3.08.2023;Petrol;SCOPE 2;829.11;M3;0.5239
11098;FAC-015;DPT-0066;11-17-2024;natural gas;;1142.72;LT;
11099;FAC-015;DPT-0065;02-18-2024;NATURAL GAS;SCOPE 1;477.13;KWH;0.1958
11100;FAC-015;DPT-0065;27.05.2022;LPG;;690.79;Liter;0.3571
11101;FAC-015;DPT-0066;12.03.2022;Electricity;;505.46;liter;0.1469
11102;FAC-015;DPT-0066;8.09.2024;Natural Gas;scope 1;934.87;M3;
11103;FAC-015;DPT-0066;22.01.2023;Diesel;Scope 2;953.21;kWh;0.6479
11104;FAC-015;DPT-0066;22.09.2022;Electricity;SCOPE 1;811.92;LT;0.6651
11105;FAC-015;DPT-0067;12.08.2023;LPG;scope 1;1729.49;Liter;0.5508
11106;FAC-015;DPT-0066;01-26-2022;LPG;scope 1;820.1;Liter;0.3053
11107;FAC-015;DPT-0065;29.10.2022;Petrol;SCOPE 2;857.97;m3;0.3755
11108;FAC-015;DPT-0066;14.12.2022;LPG;;237.64;kwh;0.1291
11109;FAC-015;DPT-0067;16.09.2024;DIESEL;;1397.23;liter;0.437
11110;FAC-015;DPT-0065;7.05.2023;NATURAL GAS;SCOPE 1;1001.52;M3;
11111;FAC-015;DPT-0067;25.08.2023;Natural Gas;;1499.21;kwh;10.009
11112;FAC-015;DPT-0067;7.05.2022;Diesel;scope 2;442.26;kwh;0.3443
11113;FAC-015;;3.04.2024;electricity;Scope 2;351.97;kWh;0.091
11114;FAC-015;DPT-0066;6.04.2022;ELECTRICITY;scope 1;746.53;Liter;0.3528
11115;FAC-015;DPT-0067;1.01.2023;electricity;SCOPE 1;142.77;Liter;0.1162
11116;FAC-015;DPT-0065;06-18-2023;electricity;Scope 2;2565.78;Liter;
11117;FAC-015;DPT-0065;8.03.2022;lpg;SCOPE 2;728.03;M3;0.2952
11118;FAC-015;DPT-0066;11.09.2023;LPG;;70.19;kWh;0.0204
11119;FAC-015;DPT-0065;16.10.2024;natural gas;;600.58;M3;0.2197
11120;FAC-015;DPT-0067;19.02.2023;Petrol;Scope 1;786.97;m3;
11121;FAC-015;DPT-0067;11.08.2024;Diesel;SCOPE 1;2219.54;kWh;10.346
11122;FAC-015;DPT-0067;16.03.2023;electricity;Scope 2;927.26;kwh;0.568
11123;FAC-015;DPT-0065;1.09.2024;electricity;;255.95;Liter;0.1773
11124;FAC-015;DPT-0066;21.05.2023;lpg;SCOPE 2;1153.25;KWH;0.5955
11125;FAC-015;DPT-0067;10.06.2022;electricity;scope 1;917.0;kwh;0.3413
11126;FAC-015;DPT-0066;14.11.2022;natural gas;;765.12;m3;0.3371
11127;FAC-015;DPT-0065;27.06.2024;Diesel;SCOPE 2;675.37;KWH;0.2571
11128;FAC-015;DPT-0065;13.07.2022;diesel;Scope 1;1652.6;kwh;0.9846
11129;FAC-015;;13.02.2023;Electricity;Scope 1;897.26;Liter;0.3713
11130;FAC-015;DPT-0066;10.06.2022;lpg;SCOPE 1;856.63;kwh;0.3431
11131;FAC-015;DPT-0065;5.11.2024;NATURAL GAS;;1910.36;m3;
11132;FAC-015;DPT-0066;4.05.2023;electricity;scope 1;1528.96;kWh;0.9972
11133;FAC-015;;04-26-2024;lpg;scope 1;1156.46;liter;0.4186
11134;FAC-015;DPT-0065;13.02.2024;lpg;SCOPE 2;516.3;Liter;0.3048
11135;FAC-015;DPT-0065;28.01.2022;natural gas;scope 1;709.88;liter;0.4174
11136;FAC-015;DPT-0065;8.10.2022;ELECTRICITY;scope 2;835.01;kwh;0.5331
11137;FAC-015;DPT-0067;29.04.2024;ELECTRICITY;SCOPE 2;285.97;Liter;0.2184
11138;FAC-015;DPT-0067;16.12.2023;Petrol;;609.26;KWH;0.2229
11139;FAC-015;DPT-0066;07-23-2023;Natural Gas;SCOPE 2;920.92;kWh;0.4318
11140;FAC-015;DPT-0065;19.01.2022;lpg;;1328.38;liter;0.393
11141;FAC-015;DPT-0065;16.07.2023;DIESEL;Scope 2;1290.84;kwh;10.394
11142;FAC-015;DPT-0065;12.12.2024;Natural Gas;;192.65;kWh;0.0626
11143;FAC-015;DPT-0066;12.10.2024;Natural Gas;SCOPE 2;677.51;liter;0.4941
11144;FAC-015;DPT-0065;17.12.2022;Natural Gas;;467.14;KWH;unknown
11145;FAC-015;DPT-0065;3.08.2022;Natural Gas;SCOPE 1;156.4;KWH;0.1213
11146;FAC-015;DPT-0067;10.03.2023;Diesel;Scope 2;805.51;LT;0.2611
11147;FAC-015;DPT-0065;2.08.2024;diesel;Scope 2;603.24;KWH;0.3895
11148;FAC-015;DPT-0067;17.04.2024;lpg;;898.76;kWh;0.6653
11149;FAC-015;DPT-0065;21.03.2022;ELECTRICITY;Scope 2;1299.15;m3;0.6595
11150;FAC-015;DPT-0066;11.05.2022;lpg;Scope 1;1148.76;M3;0.3148
11151;FAC-015;DPT-0066;10-27-2022;DIESEL;Scope 1;2798.57;kwh;23.652
11152;FAC-015;DPT-0066;24.10.2023;Petrol;SCOPE 1;999.03;liter;0.6719
11153;FAC-015;DPT-0067;07-29-2024;Diesel;scope 1;2164.69;kwh;12.999
11154;FAC-015;DPT-0065;4.02.2022;lpg;scope 1;367.32;liter;0.1492
11155;FAC-015;DPT-0065;05-27-2023;diesel;Scope 2;1136.55;m3;0.3745
11156;FAC-015;DPT-0065;26.12.2024;LPG;SCOPE 1;510.96;liter;0.4225
11157;FAC-015;DPT-0067;1.02.2023;diesel;Scope 2;738.29;kwh;
11158;FAC-015;;23.12.2022;Natural Gas;SCOPE 1;1553.54;M3;0.8315
11159;FAC-015;DPT-0065;08-19-2022;Diesel;;733.08;Liter;0.5936
11160;FAC-015;DPT-0067;24.03.2023;natural gas;SCOPE 1;1749.64;liter;0.8261
11161;FAC-015;DPT-0066;5.08.2022;electricity;scope 1;523.83;Liter;0.2346
11162;FAC-015;DPT-0066;4.05.2023;natural gas;scope 1;355.47;kWh;0.24
11163;FAC-015;DPT-0067;22.08.2024;diesel;SCOPE 2;1043.14;KWH;0.4846
11164;FAC-015;DPT-0066;14.10.2024;ELECTRICITY;SCOPE 1;1076.41;LT;0.75
11165;FAC-015;DPT-0067;4.02.2022;ELECTRICITY;SCOPE 2;698.49;liter;0.2581
11166;FAC-015;DPT-0066;10-25-2022;Diesel;;1365.33;m3;0.6467
11167;FAC-015;DPT-0065;2.07.2023;diesel;scope 2;130.6;M3;0.0509
11168;FAC-015;DPT-0067;06-26-2023;diesel;scope 1;404.54;m3;0.2884
11169;FAC-015;DPT-0066;16.07.2023;Electricity;Scope 1;1197.07;liter;0.5199
11170;FAC-015;DPT-0067;4.07.2022;natural gas;SCOPE 1;755.43;kWh;0.4943
11171;FAC-015;;01-18-2023;NATURAL GAS;Scope 1;542.69;kWh;0.3504
11172;FAC-015;DPT-0067;18.11.2022;natural gas;Scope 2;987.52;M3;0.8106
11173;FAC-015;DPT-0065;8.04.2023;Diesel;scope 1;1664.01;liter;12.007
11174;FAC-015;DPT-0066;05-20-2023;Electricity;SCOPE 1;1140.58;kwh;0.7474
11175;FAC-015;DPT-0065;3.06.2024;Electricity;;1488.4;LT;
11176;FAC-015;DPT-0067;4.02.2023;Diesel;Scope 1;1181.18;m3;0.7755
11177;FAC-015;DPT-0067;3.04.2024;electricity;Scope 1;1949.57;kwh;0.9683
11178;FAC-015;DPT-0067;19.07.2024;NATURAL GAS;;607.35;liter;0.3551
11179;FAC-015;DPT-0066;10-20-2022;lpg;;-1735.12;Liter;
11180;FAC-015;DPT-0067;29.11.2023;diesel;Scope 1;;kwh;
11181;FAC-015;DPT-0067;7.04.2024;ELECTRICITY;Scope 2;324.58;KWH;
11182;FAC-015;DPT-0067;18.03.2023;natural gas;scope 1;1345.13;LT;0.7042
11183;FAC-015;DPT-0065;28.01.2024;Natural Gas;scope 1;307.62;KWH;
11184;FAC-015;DPT-0066;10-25-2023;natural gas;;699.33;liter;0.4496
11185;FAC-015;DPT-0065;4.07.2022;Natural Gas;Scope 2;1930.58;m3;15.338
11186;FAC-015;DPT-0066;11.11.2024;electricity;;362.46;KWH;0.1457
11187;FAC-015;DPT-0065;2.12.2023;lpg;SCOPE 1;1576.43;kWh;0.745
11188;FAC-015;DPT-0065;28.07.2023;ELECTRICITY;;672.99;kWh;
11189;FAC-015;DPT-0066;04-20-2022;Natural Gas;Scope 1;335.37;kWh;
11190;FAC-015;DPT-0065;10.01.2022;NATURAL GAS;SCOPE 1;891.51;M3;0.5579
11191;FAC-015;DPT-0066;02-17-2024;DIESEL;SCOPE 1;1847.86;m3;0.8601
11192;FAC-015;DPT-0067;22.04.2024;Electricity;scope 2;298.85;M3;0.1444
11193;FAC-015;DPT-0067;4.08.2022;Diesel;SCOPE 2;283.8;liter;0.1624
11194;FAC-015;DPT-0065;21.02.2024;Electricity;;1316.02;M3;0.3915
11195;FAC-015;;11.11.2022;Petrol;;583.99;LT;
11196;FAC-015;DPT-0067;27.12.2024;Electricity;;2820.15;kwh;18.262
11197;FAC-015;DPT-0065;29.01.2024;Petrol;scope 1;unknown;KWH;0.7116
11198;FAC-015;DPT-0065;11.06.2023;lpg;Scope 1;1659.44;kWh;0.9043
11199;FAC-015;;1.12.2023;ELECTRICITY;SCOPE 1;1051.54;liter;0.3547
11200;FAC-015;DPT-0065;19.06.2022;diesel;scope 1;305.72;liter;0.1676
11201;FAC-015;DPT-0067;16.08.2022;LPG;;431.41;kwh;0.2017
11202;FAC-015;DPT-0067;2.06.2023;diesel;scope 2;481.74;kwh;0.1411
11203;FAC-015;DPT-0067;20.02.2023;natural gas;Scope 2;1229.47;LT;0.6159
11204;FAC-015;DPT-0065;15.09.2023;natural gas;SCOPE 1;868.94;kwh;0.2635
11205;FAC-015;DPT-0065;19.06.2024;lpg;scope 2;167.58;kWh;0.1029
11206;FAC-015;DPT-0065;05-28-2024;lpg;;1390.69;liter;1.055
11207;FAC-015;DPT-0065;21.12.2022;ELECTRICITY;Scope 1;3156.73;KWH;14.135
11208;FAC-015;DPT-0065;2.07.2023;LPG;scope 1;357.27;Liter;0.1288
11209;FAC-015;DPT-0067;23.06.2023;diesel;scope 2;-405.08;LT;
11210;FAC-015;DPT-0066;17.06.2024;Electricity;;527.9;M3;0.3676
11211;FAC-015;DPT-0066;13.03.2022;ELECTRICITY;scope 1;796.06;kWh;
11212;FAC-015;;1.11.2022;natural gas;;381.78;M3;0.279
11213;FAC-015;DPT-0066;14.10.2024;Petrol;;;kwh;0.6693
11214;FAC-015;DPT-0066;15.03.2024;diesel;SCOPE 1;2386.22;m3;18.511
11215;FAC-015;DPT-0066;28.02.2023;natural gas;SCOPE 2;952.77;M3;0.7563
11216;FAC-015;;11-17-2022;Diesel;scope 2;835.27;KWH;0.4105
11217;FAC-015;DPT-0067;14.01.2022;electricity;Scope 1;189.44;kwh;0.1434
11218;FAC-015;DPT-0066;24.11.2023;Natural Gas;scope 1;329.21;M3;0.1821
11219;FAC-015;DPT-0067;9.08.2024;electricity;Scope 1;109.05;liter;0.0571
11220;FAC-015;DPT-0066;11-18-2022;DIESEL;;548.29;M3;0.2238
11221;FAC-015;DPT-0065;5.02.2024;electricity;SCOPE 1;629.56;m3;0.5215
11222;FAC-015;DPT-0067;29.07.2023;NATURAL GAS;Scope 2;1304.33;liter;1.018
11223;FAC-015;DPT-0065;29.01.2023;Natural Gas;SCOPE 2;959.94;m3;0.5088
11224;FAC-015;DPT-0065;3.07.2023;Diesel;scope 2;458.76;kwh;
11225;FAC-015;DPT-0067;14.02.2022;Diesel;;1352.08;LT;
11226;FAC-015;DPT-0066;10-28-2022;LPG;SCOPE 1;3483.77;liter;24.502
11227;FAC-015;DPT-0065;17.12.2022;Natural Gas;scope 1;1399.08;kwh;0.4955
11228;FAC-015;DPT-0066;27.12.2022;LPG;;-589.31;liter;
11229;FAC-015;DPT-0067;05-16-2023;Natural Gas;SCOPE 2;;LT;0.6169
11230;FAC-015;DPT-0065;06-20-2023;DIESEL;Scope 1;372.63;M3;0.2732
11231;FAC-015;DPT-0065;9.12.2022;diesel;Scope 1;339.03;KWH;0.1863
11232;FAC-015;DPT-0066;7.05.2024;ELECTRICITY;scope 1;2503.25;kWh;0.8605
11233;FAC-015;DPT-0065;15.10.2023;lpg;SCOPE 2;1045.51;m3;0.2749
11234;FAC-015;DPT-0067;27.11.2022;Diesel;scope 1;1696.28;KWH;11.607
11235;FAC-015;;15.06.2022;LPG;scope 2;714.06;liter;0.5422
11236;FAC-015;DPT-0067;03-18-2022;Natural Gas;scope 1;336.97;kWh;0.2702
11237;FAC-015;DPT-0067;12.12.2022;DIESEL;Scope 2;282.4;m3;0.1943
11238;FAC-015;DPT-0065;16.08.2022;electricity;SCOPE 1;422.71;kWh;0.2504
11239;FAC-015;DPT-0065;29.06.2023;natural gas;SCOPE 2;1143.78;LT;
11240;FAC-015;DPT-0065;26.09.2024;lpg;;231.38;kwh;0.1835
11241;FAC-015;DPT-0066;29.04.2022;ELECTRICITY;;none;liter;0.6042
11242;FAC-015;DPT-0066;29.09.2024;Diesel;;1248.33;M3;0.947
11243;FAC-015;DPT-0066;11.06.2024;LPG;;326.17;LT;0.2334
11244;FAC-015;DPT-0067;11.07.2024;Electricity;Scope 2;3471.5;m3;2.181
11245;FAC-015;DPT-0067;21.01.2024;Electricity;scope 1;;kWh;0.4538
11246;FAC-015;DPT-0067;23.05.2022;LPG;scope 1;793.4;M3;
11247;FAC-015;DPT-0065;11-15-2022;NATURAL GAS;scope 1;483.97;kWh;0.2614
11248;FAC-015;DPT-0065;28.04.2022;Electricity;Scope 2;1071.93;Liter;0.8171
11249;FAC-015;DPT-0066;05-29-2024;LPG;scope 2;1047.87;KWH;0.6361
11250;FAC-015;DPT-0066;7.10.2024;Petrol;SCOPE 2;910.0;KWH;0.6164
11251;FAC-015;DPT-0065;19.07.2024;Natural Gas;Scope 2;1099.76;kwh;0.4673
11252;FAC-015;DPT-0065;10.07.2023;diesel;SCOPE 2;390.88;KWH;0.1409
11253;FAC-015;DPT-0066;19.09.2022;LPG;scope 1;1394.49;M3;0.4662
11254;FAC-015;DPT-0065;09-30-2022;Natural Gas;SCOPE 2;264.65;m3;0.2089
11255;FAC-015;DPT-0066;6.11.2022;electricity;Scope 2;120.0;liter;0.0676
11256;FAC-015;DPT-0066;09-22-2023;diesel;;1292.44;M3;0.3318
11257;FAC-015;DPT-0065;06-17-2024;Petrol;Scope 1;1123.38;KWH;
11258;FAC-015;DPT-0065;12.10.2022;Diesel;SCOPE 1;853.85;KWH;0.666
11259;FAC-015;DPT-0065;19.01.2022;Natural Gas;SCOPE 2;528.11;kwh;0.3523
11260;FAC-015;DPT-0065;26.07.2024;Diesel;Scope 2;605.85;Liter;
11261;FAC-015;DPT-0067;18.05.2023;Electricity;Scope 1;379.46;Liter;0.2608
11262;FAC-015;DPT-0066;26.04.2024;Diesel;;1035.54;kwh;0.2769
11263;FAC-015;DPT-0066;07-18-2022;DIESEL;;97.85;M3;0.0646
11264;FAC-015;DPT-0066;27.02.2022;LPG;SCOPE 1;158.46;liter;0.109
11265;FAC-015;;16.05.2022;NATURAL GAS;Scope 2;395.04;KWH;0.2559
11266;FAC-015;DPT-0067;01-19-2022;Petrol;SCOPE 1;;kWh;0.5248
11267;FAC-015;DPT-0065;06-21-2023;Natural Gas;;805.17;Liter;0.4305
11268;FAC-015;DPT-0065;9.06.2022;Natural Gas;Scope 1;2007.71;kWh;13.025
11269;FAC-015;DPT-0067;4.12.2024;lpg;Scope 2;701.45;kWh;0.5305
11270;FAC-015;;3.01.2023;Diesel;SCOPE 2;1470.05;M3;11.765
11271;FAC-015;DPT-0066;7.01.2023;NATURAL GAS;Scope 2;915.57;KWH;0.4992
11272;FAC-015;DPT-0066;28.12.2024;ELECTRICITY;scope 2;-;kWh;0.0393
11273;FAC-015;DPT-0065;22.06.2022;Petrol;;337.01;LT;0.1682
11274;FAC-015;DPT-0065;10.01.2024;ELECTRICITY;scope 2;379.5;m3;0.1547
11275;FAC-015;DPT-0065;06-18-2022;Diesel;scope 2;460.3;m3;0.3123
11276;FAC-015;DPT-0065;20.01.2023;diesel;SCOPE 1;647.63;M3;0.2529
11277;FAC-015;DPT-0067;15.11.2024;Natural Gas;Scope 1;1723.95;kWh;0.8703
11278;FAC-015;DPT-0066;15.10.2022;Diesel;Scope 2;741.11;M3;0.3494
11279;FAC-015;DPT-0067;26.02.2024;NATURAL GAS;SCOPE 2;508.43;M3;0.1956
11280;FAC-015;DPT-0066;5.03.2023;Natural Gas;;1535.78;KWH;12.931
11281;FAC-015;DPT-0066;18.03.2022;DIESEL;SCOPE 2;1528.24;KWH;0.4816
11282;FAC-015;DPT-0067;7.03.2022;ELECTRICITY;;75.46;KWH;0.0351
11283;FAC-015;DPT-0065;18.07.2023;natural gas;;799.64;M3;0.2853
11284;FAC-015;DPT-0067;30.08.2023;Petrol;scope 2;1870.02;Liter;0.7459
11285;FAC-015;DPT-0065;5.11.2022;LPG;scope 2;709.68;KWH;0.4886
